Number,Latitude,Longitude,Name,Type
13480,55.031889,-3.918118,Bardarroch Hill,MOUTAIN
13481,54.893532,-3.914656,Dunguile Hill,MOUTAIN
13482,55.07554,-3.702474,White Hill of Terregles,MOUTAIN
13483,55.774049,-4.410903,Dyke Hill,MOUTAIN
13484,54.967629,-3.641668,Glen Craig,MOUTAIN
13485,55.76211,-4.580264,Cuff Hill,MOUTAIN
13486,54.978605,-4.14842,Clack Hill,MOUTAIN
13487,54.998562,-4.188575,Auchencloy Hill,MOUTAIN
13488,55.210356,-3.701937,Barnmuir Hill,MOUTAIN
13489,55.146807,-3.509503,Pinnacle Hill,MOUTAIN
13490,54.923177,-4.79628,Bught Fell,MOUTAIN
13491,55.036815,-4.00286,Poundland Hill,MOUTAIN
13492,55.016906,-3.840759,Tan Hill,MOUTAIN
13493,55.773787,-4.390285,Duncarnock,MOUTAIN
13494,55.078037,-3.716678,Bonerick Hill,MOUTAIN
13495,55.771783,-4.590471,Brownmuir,MOUTAIN
13496,55.16651,-3.751878,Kirkbride Hill,MOUTAIN
13497,55.087655,-4.182471,Shiel Hill,MOUTAIN
13498,55.008002,-3.774672,Blairshinnoch Hill,MOUTAIN
13499,55.190127,-4.836961,Knockrocher Knowe,MOUTAIN
13500,55.518651,-4.361828,Mauchline Hill,MOUTAIN
13501,55.080273,-4.037932,Barlay Hill,MOUTAIN
13502,54.991456,-3.673903,Auchengray Hill,MOUTAIN
13503,55.110606,-4.205673,Garroch Hill,MOUTAIN
13504,55.365475,-4.590931,Guiltree Hill,MOUTAIN
13505,55.330835,-4.697209,Knockbrake,MOUTAIN
13506,54.955508,-4.23309,Cairn Tammock,MOUTAIN
13507,55.013455,-3.831217,Fell Hill,MOUTAIN
13508,55.129505,-3.762805,Cats Craig,MOUTAIN
13509,54.930357,-4.796779,Larig Fell,MOUTAIN
13510,55.895693,-4.680309,Jock's Craig,MOUTAIN
13511,55.377233,-4.545664,Glastron Hill,MOUTAIN
13512,54.975722,-4.856198,Craigbirnoch Fell,MOUTAIN
13513,54.920878,-4.817972,Gleniron Fell,MOUTAIN
13514,55.031383,-3.893058,Brockloch Hill,MOUTAIN
13515,55.186158,-3.562683,Blaeberry Hill,MOUTAIN
13516,54.996196,-4.408898,Greencairn,MOUTAIN
13517,55.900017,-4.595606,Craig Muir,MOUTAIN
13518,54.902033,-3.706063,Hawthorn Hill,MOUTAIN
13519,55.023409,-4.052254,Barend Hill,MOUTAIN
13520,55.216074,-3.864091,Court Hill,MOUTAIN
13521,54.892911,-4.165687,Dendoo or Disdow Hill,MOUTAIN
13522,55.033628,-4.032433,Glenlaggan Hill,MOUTAIN
13523,55.845524,-4.625074,Barnbrock Hill,MOUTAIN
13524,55.158805,-4.944642,Balsalloch Hill,MOUTAIN
13525,55.094053,-3.502891,Tinlaw,MOUTAIN
13526,55.113041,-3.527639,Hempland Hill,MOUTAIN
13527,54.831991,-3.941326,Old Man,MOUTAIN
13528,54.93668,-4.230485,Scrogs of Drumruck,MOUTAIN
13529,54.888558,-3.887914,Croach Hill,MOUTAIN
13530,55.182292,-3.716447,Whitespots Hill,MOUTAIN
13531,55.166801,-3.731481,Blackwood Hill,MOUTAIN
13532,55.032298,-4.619203,Hill of Ochiltree,MOUTAIN
13533,55.03962,-3.763549,Barnbackle Hill,MOUTAIN
13534,54.9951,-4.676194,Urrall Fell,MOUTAIN
13535,55.004119,-3.854246,Barr Hill,MOUTAIN
13536,54.815273,-3.974764,Newlaw Hill,MOUTAIN
13537,54.895811,-3.701122,Clifton Craig,MOUTAIN
13538,54.966937,-4.197791,Rig of Burnfoot,MOUTAIN
13539,55.037389,-3.793185,Peaty Hill,MOUTAIN
13540,55.208202,-4.871259,Mains Hill,MOUTAIN
13541,55.018192,-4.366893,Murray's Monument,MOUTAIN
13542,54.869421,-5.085614,Craigenlee Fell,MOUTAIN
13543,55.086339,-3.496117,Whiteside Hill,MOUTAIN
13544,55.696113,-4.841693,Law Hill,MOUTAIN
13545,55.218346,-3.832756,Round Hill,MOUTAIN
13546,54.917874,-3.851838,Munches Hill,MOUTAIN
13547,54.931608,-4.661046,Barskeoch Fell,MOUTAIN
13548,55.580459,-4.365777,Sornhill,MOUTAIN
13549,54.961426,-4.439622,Larg Hill,MOUTAIN
13550,55.138165,-4.943121,Littleton Hill,MOUTAIN
13551,54.865565,-4.720594,Knock Fell,MOUTAIN
13552,54.883705,-3.967196,The Fell,MOUTAIN
13553,54.903995,-3.877718,Mount Pleasant,MOUTAIN
13554,54.838027,-3.957188,Doon Hill,MOUTAIN
13555,55.14542,-4.940516,Ballaird Hill,MOUTAIN
13556,54.977924,-4.03118,Little Dornell,MOUTAIN
13557,54.98564,-3.944044,Carlochan Hill,MOUTAIN
13558,54.917714,-4.760007,Carscreugh Fell,MOUTAIN
13559,54.871675,-3.98843,Scar Hill,MOUTAIN
13560,55.023031,-3.909873,Barmoffity Hill,MOUTAIN
13561,55.112797,-4.183841,Waterside Hill,MOUTAIN
13562,54.915301,-4.21994,Mount Pisga,MOUTAIN
13563,55.007942,-3.954506,Barsolis Hill,MOUTAIN
13564,54.898243,-3.900843,Barlae Hill,MOUTAIN
13565,55.101792,-4.14562,Mulloch Hill,MOUTAIN
13566,54.881518,-3.878231,Potterland Hill,MOUTAIN
13567,55.456691,-4.396702,Tarbeg Hill,MOUTAIN
13568,55.02022,-3.73767,Cauldside Hill,MOUTAIN
13569,54.883502,-4.238459,Kirkbride Hill,MOUTAIN
13570,55.039393,-4.66506,Bennan of Kirkcalla,MOUTAIN
13571,55.192305,-3.707452,Shield Hill,MOUTAIN
13572,55.158666,-3.584195,Rorie Hill,MOUTAIN
13573,55.27382,-4.794115,Craighead Hill,MOUTAIN
13574,55.058951,-3.417277,Ronald's Hill,MOUTAIN
13575,55.925716,-4.853081,Bargane Hill,MOUTAIN
13576,54.910551,-3.739183,Banks Hill,MOUTAIN
13577,54.90737,-3.891914,Torglass Hill,MOUTAIN
13578,55.006747,-4.375124,Bar,MOUTAIN
13579,54.911029,-4.854733,Craig Fell,MOUTAIN
13580,55.683747,-4.793064,Coal Hill,MOUTAIN
13581,54.922777,-4.050249,Barstobrick Hill,MOUTAIN
13582,54.900785,-3.852614,Barlochan Hill,MOUTAIN
13583,54.803572,-3.919737,Shaw Hill,MOUTAIN
13584,54.910861,-3.717356,Bennel Hill,MOUTAIN
13585,54.938531,-3.852787,Buittle Hill,MOUTAIN
13586,54.816548,-3.95148,Barend Hill,MOUTAIN
13587,54.66252,-4.945829,High Slock Fell,MOUTAIN
13588,55.150117,-3.766852,High Germany,MOUTAIN
13589,55.158357,-3.557954,Dalruscan Hill,MOUTAIN
13590,55.225884,-4.843011,Dow Hill,MOUTAIN
13591,54.982463,-3.800113,Killymingan Hill,MOUTAIN
13592,55.910711,-4.650941,Craigmarloch,MOUTAIN
13593,55.560515,-4.49534,Craigie Hill,MOUTAIN
13594,54.798285,-3.969269,Brown Hill,MOUTAIN
13595,55.67208,-4.792232,Craigspark Hill,MOUTAIN
13596,55.09589,-3.72528,Hall Hill,MOUTAIN
13597,54.686487,-4.958428,Barncorkrie Moor,MOUTAIN
13598,55.532218,-4.527145,Hill of Barnweil,MOUTAIN
13599,54.949909,-4.687245,Fell Hill,MOUTAIN
13600,54.905418,-3.843468,Ramshaw Fort,MOUTAIN
13601,55.883013,-4.601078,Barlogon Hill,MOUTAIN
13602,54.927586,-3.863209,Knox Hill,MOUTAIN
13603,54.865694,-5.125857,Killantringan Fell,MOUTAIN
13604,55.004773,-4.603333,Glassoch Fell,MOUTAIN
13605,54.98651,-4.055059,Ullioch Hill,MOUTAIN
13606,54.916797,-5.131381,Craighead,MOUTAIN
13607,54.908797,-3.672031,Doon Hill,MOUTAIN
13608,54.882053,-4.863598,Challoch Hill,MOUTAIN
13609,54.813864,-4.005822,Galtway Hill,MOUTAIN
13610,55.063864,-3.701978,Collochan Hill,MOUTAIN
13611,54.710672,-4.48198,Fell of Carleton,MOUTAIN
13612,54.849101,-5.035762,Bean Hill,MOUTAIN
13613,55.560973,-4.602916,Wardlaw Hill,MOUTAIN
13614,55.054111,-3.705013,Nunland Hill,MOUTAIN
13615,54.892875,-3.780522,Ironhash Hill,MOUTAIN
13616,55.003344,-4.586038,Garmill,MOUTAIN
13617,55.135449,-3.786598,Craighead,MOUTAIN
13618,54.83291,-5.036103,Barmore Hill,MOUTAIN
13619,54.961666,-3.808555,Culloch Hill,MOUTAIN
13620,54.993509,-4.06636,Drumglass Hill,MOUTAIN
13621,54.945845,-3.784424,Barclosh Hill,MOUTAIN
13622,54.84073,-5.056046,Cairn Hill,MOUTAIN
13623,54.825685,-5.051187,Knockteenan,MOUTAIN
13624,55.684594,-4.847803,Tarbert Hill,MOUTAIN
13625,54.790857,-4.602007,Barr Hill,MOUTAIN
13626,54.836732,-5.027045,Anne Hill,MOUTAIN
13627,54.744788,-4.527574,Fell of Barhullion,MOUTAIN
13628,54.896152,-3.861758,Blackbellie Hill,MOUTAIN
13629,55.950865,-4.792403,Bow Hill,MOUTAIN
13630,54.972688,-4.460619,Torwhinnoch Hill,MOUTAIN
13631,54.950491,-3.834599,Dalmoney Hill,MOUTAIN
13632,54.807667,-5.038878,Bailie Hill,MOUTAIN
13633,54.944913,-3.846836,Barsoles,MOUTAIN
13634,54.84976,-4.115085,Camp Hill,MOUTAIN
13635,54.90377,-4.211506,Mid Hill,MOUTAIN
13636,54.921194,-4.842966,Cruise Back Fell,MOUTAIN
13637,54.868862,-4.102059,Barluka Hill,MOUTAIN
13638,55.054718,-3.672881,West Hill,MOUTAIN
13639,55.946045,-4.800719,Long Craig,MOUTAIN
13640,54.874007,-4.622952,Craigeach Fell,MOUTAIN
13641,54.851689,-4.697846,Grey Hill,MOUTAIN
13642,54.910522,-3.862421,Barchain Hill,MOUTAIN
13643,54.798184,-4.029936,Blackhill,MOUTAIN
13644,55.037438,-3.299497,Woodcock Air,MOUTAIN
13645,54.859573,-5.119149,Craigbouie Fell,MOUTAIN
13646,54.894854,-3.768135,Barscraig Hill,MOUTAIN
13647,54.796672,-4.624163,Milton Fell,MOUTAIN
13648,54.966612,-4.008738,Rough Fell,MOUTAIN
13649,55.059332,-4.573988,Rig of the Cairn,MOUTAIN
13650,54.873633,-4.800642,Barlockhart Fell,MOUTAIN
13651,55.418994,-4.568894,Lindston Hill,MOUTAIN
13652,54.871287,-4.74592,Craigenveoch Fell,MOUTAIN
13653,54.916181,-3.903249,Breoch Hill,MOUTAIN
13654,54.840849,-4.700238,Craignarget Hill,MOUTAIN
13655,54.915839,-3.867347,Cullinaw Hill,MOUTAIN
13656,54.9362,-5.111029,Tor of Craigoch,MOUTAIN
13657,54.788968,-4.043473,Castle Hill,MOUTAIN
13658,54.916935,-4.023427,Crumquhill,MOUTAIN
13659,54.903289,-3.865207,Marnoch Hill,MOUTAIN
13660,54.923406,-4.540326,Barraer Fell,MOUTAIN
13661,54.701113,-4.465874,Hill of Glasserton,MOUTAIN
13662,55.197295,-3.735946,Kirkpatrick Hill,MOUTAIN
13663,54.869924,-4.039774,Bar Hill,MOUTAIN
13664,54.922724,-3.944131,Kelton Hill,MOUTAIN
13665,55.704012,-4.662788,Pondery Hill,MOUTAIN
13666,54.928746,-3.846095,Craignair,MOUTAIN
13667,54.818686,-4.603797,Derry Hill,MOUTAIN
13668,54.940921,-4.040243,Bargatton Hill,MOUTAIN
13669,54.859678,-4.620463,Craiglarie Fell,MOUTAIN
13670,54.797428,-5.033588,Cairnmon Fell,MOUTAIN
13671,54.985853,-4.563028,Glenvogie Fell,MOUTAIN
13672,54.872057,-3.790514,Torbay Hill,MOUTAIN
13673,54.884493,-3.80042,Doon Hill,MOUTAIN
13674,55.037547,-3.323599,Repentance Hill,MOUTAIN
13675,54.875442,-3.804692,Mark Hill,MOUTAIN
13676,55.014031,-4.075236,Waterside Hill,MOUTAIN
13677,54.860277,-4.181078,Bar Hill,MOUTAIN
13678,54.943726,-4.557223,Barskeoch Hill,MOUTAIN
13679,54.776604,-3.975989,Wall Hill,MOUTAIN
13680,55.122125,-4.937234,Sallochan Hill,MOUTAIN
13681,54.965737,-4.621118,Kiln Hill,MOUTAIN
13682,54.728362,-4.451997,Camp Hill,MOUTAIN
13683,55.917876,-4.853109,Idzholm Hill,MOUTAIN
13684,55.078662,-5.023365,Downan Hill,MOUTAIN
13685,54.939956,-4.478915,Barr Hill,MOUTAIN
13686,55.46458,-4.494337,Raith Hill,MOUTAIN
13687,55.70296,-4.856517,Drummilling Hill,MOUTAIN
13688,54.858487,-4.078148,Gallows Hill,MOUTAIN
13689,54.995905,-3.541211,Highmains Hill,MOUTAIN
13690,54.881262,-3.83613,Park Hill,MOUTAIN
13691,55.157407,-3.696543,Belt Knowe,MOUTAIN
13692,54.818179,-3.847277,Big Airds Hill,MOUTAIN
13693,54.866986,-3.829248,Castle Hill,MOUTAIN
13694,54.877879,-3.761157,Barcloy Hill,MOUTAIN
13695,54.984746,-5.146054,Cairnbowie Hill,MOUTAIN
13696,54.893552,-3.855401,Barhastry Hill,MOUTAIN
13697,54.965736,-3.836856,Torkatrine Hill,MOUTAIN
13698,54.98474,-3.767394,Cowans Hill,MOUTAIN
13699,54.841587,-4.170725,Plunton Hill,MOUTAIN
13700,55.342945,-4.639365,Barclay Bank,MOUTAIN
13701,54.902402,-3.679564,Bareness Craig,MOUTAIN
13702,55.839237,-4.545441,Barr Hill,MOUTAIN
13703,54.985567,-5.078892,Clachan Hill,MOUTAIN
13704,55.956548,-4.822279,Tower Hill,MOUTAIN
13705,54.981881,-5.117691,Blair More Hill,MOUTAIN
13706,54.962739,-5.09277,Cairn Connell Hill,MOUTAIN
13707,54.985557,-3.526075,Ward Law,MOUTAIN
13708,55.038642,-3.572585,Camp Hill,MOUTAIN
13709,54.974917,-5.143722,Bine Hill,MOUTAIN
13710,54.799146,-4.983773,Barnshangan Hill,MOUTAIN
13711,55.758411,-4.906805,Farland Hill,MOUTAIN
13712,54.872743,-3.735766,Torrs Hill,MOUTAIN
13713,54.812662,-4.461771,Knockeffrick Hill,MOUTAIN
13714,54.770025,-4.10004,Meikle Ross,MOUTAIN
13715,54.823304,-4.085681,Kirkeoch Hill,MOUTAIN
13716,54.925533,-3.992646,Corra Hill,MOUTAIN
13717,54.787632,-4.976702,Barscarrow Hill,MOUTAIN
13718,54.900109,-4.579414,Boreland Fell,MOUTAIN
13719,54.819219,-3.837985,Little Airds Hill,MOUTAIN
13720,54.771917,-4.994208,Soundly Hill,MOUTAIN
13721,55.055795,-3.370355,Rotchell Hill,MOUTAIN
13722,54.634945,-4.858595,Mull of Galloway,MOUTAIN
13723,55.865484,-4.582352,Law Hill,MOUTAIN
13724,54.877815,-4.205408,Boreland Hills,MOUTAIN
13725,54.790703,-4.524216,Lenrohmas Hill,MOUTAIN
13726,54.857981,-3.830398,Drummannoch,MOUTAIN
13727,54.800639,-4.09696,Knocktall,MOUTAIN
13728,54.868293,-4.466721,Kirvennie Hill,MOUTAIN
13729,55.052076,-3.576242,Mid Craig,MOUTAIN
13730,54.855106,-3.781975,Barcloy Hill,MOUTAIN
13731,55.431359,-4.704064,Heads of Ayr,MOUTAIN
13732,54.956694,-4.495566,Doon Hill,MOUTAIN
13733,54.697187,-4.392692,Leakin Hill,MOUTAIN
13734,54.777653,-4.990329,Barnamon Hill,MOUTAIN
13735,55.811728,-4.574863,Kenmure Hill,MOUTAIN
13736,55.04327,-3.630675,Carruchan Hill,MOUTAIN
13737,55.717929,-4.881969,Campbelton Hill,MOUTAIN
13738,54.828677,-4.761712,Mull of Sinniness,MOUTAIN
13739,54.779579,-4.119195,Mull of Ross,MOUTAIN
13740,55.701019,-4.900946,Auld Hill,MOUTAIN
13741,54.855427,-3.820936,Gibb's Hole Wood,MOUTAIN
13742,55.222973,-4.856045,Shalloch Hill,MOUTAIN
13743,54.833414,-4.501965,Hawk Hill,MOUTAIN
13744,54.967169,-3.608845,Loch Hill,MOUTAIN
13745,54.762138,-4.380979,Gallow Hill,MOUTAIN
13746,54.739399,-4.963839,Mount Sallie,MOUTAIN
13747,55.576787,-4.596839,Dundonald Castle,MOUTAIN
13748,54.872116,-3.846624,Court Hill,MOUTAIN
13749,55.821121,-4.373438,Hurlet Hill,MOUTAIN
13750,55.831017,-4.270099,Queen's Park,MOUTAIN
13751,54.844742,-3.814225,Moyl,MOUTAIN
13752,54.990811,-3.587908,Watch Craig,MOUTAIN
13753,54.868788,-4.447469,Windy Hill,MOUTAIN
13754,55.902863,-4.466416,Craigend Hill,MOUTAIN
13755,55.852702,-4.396759,Byres Hill,MOUTAIN
13756,54.833112,-3.81059,Hestan Island,MOUTAIN
13757,54.849685,-3.844042,Torr Hill,MOUTAIN
13758,54.869705,-4.529152,Wood Hill,MOUTAIN
13759,54.796803,-4.355013,Eggerness Hill,MOUTAIN
13760,54.765776,-4.085829,Little Ross,MOUTAIN
13761,54.818124,-4.225501,Ardwall Isle,MOUTAIN
13762,55.566908,-3.569013,Turkey Hill,MOUTAIN
13763,55.448666,-3.482922,Badentree Hill,MOUTAIN
13764,55.869953,-3.240508,Castlelaw Hill,MOUTAIN
13765,55.487097,-3.500192,Ewe Hill,MOUTAIN
13766,55.544409,-3.442148,Cocklie Rig Head,MOUTAIN
13767,55.423142,-3.186345,Craig Hill,MOUTAIN
13768,55.510789,-3.396578,Hog Hill,MOUTAIN
13769,55.599789,-3.131519,Little Craigie Side,MOUTAIN
13770,55.274239,-3.334742,Laverhay Height,MOUTAIN
13771,55.550359,-3.543816,Ward Law,MOUTAIN
13772,55.522631,-3.015258,Rough Knowe,MOUTAIN
13773,55.39951,-2.347926,Blackhall Hill,MOUTAIN
13774,55.558901,-3.017029,Peatshank Head,MOUTAIN
13775,55.211596,-3.029327,Crumpton Hill,MOUTAIN
13776,55.82005,-3.354287,Cock Rig,MOUTAIN
13777,55.606424,-3.279335,Whitelaw Hill,MOUTAIN
13778,55.437571,-2.276562,Phillip Shank,MOUTAIN
13779,55.484246,-3.186755,Bowerhope Law,MOUTAIN
13780,55.881945,-3.22444,Caerketton Hill,MOUTAIN
13781,55.802795,-3.337159,Patie's Hill,MOUTAIN
13782,55.270785,-3.043448,Merry Law [White Hope Edge],MOUTAIN
13783,55.437849,-3.485678,Onweather Hill,MOUTAIN
13784,55.314512,-3.363018,Yadburgh Hill,MOUTAIN
13785,55.606021,-3.036459,Plora Rig,MOUTAIN
13786,55.286884,-3.328868,Black Hill,MOUTAIN
13787,55.531987,-2.969554,Fauldshope Hill,MOUTAIN
13788,55.747406,-2.998787,Dod Law,MOUTAIN
13789,55.280559,-3.056299,Black Burn Head,MOUTAIN
13790,55.303377,-2.768647,Leap Hill,MOUTAIN
13791,55.251279,-2.865088,Ewe Hill,MOUTAIN
13792,55.575622,-3.462327,Common Law,MOUTAIN
13793,55.443319,-3.043255,Wedder Lairs,MOUTAIN
13794,55.450937,-3.571569,Mid Hill,MOUTAIN
13795,55.548101,-3.587713,Broad Hill,MOUTAIN
13796,55.219827,-3.012248,Great Muir,MOUTAIN
13797,55.4148,-3.118326,Gamescleuch Hill,MOUTAIN
13798,55.635653,-3.03883,Kirnie Law,MOUTAIN
13799,55.763012,-3.060012,Torfichen Hill,MOUTAIN
13800,55.388649,-3.50069,Black Fell,MOUTAIN
13801,55.46767,-3.032826,Mossbrae Hill,MOUTAIN
13802,55.564392,-3.107286,Blake Muir,MOUTAIN
13803,55.413553,-3.540353,Errickstane Hill,MOUTAIN
13804,55.791003,-3.40978,Muckle Knock,MOUTAIN
13805,55.403875,-3.473929,Great Hill,MOUTAIN
13806,55.724279,-3.265672,Peat Hill,MOUTAIN
13807,55.479077,-3.41919,Muckle Knowe,MOUTAIN
13808,55.328825,-3.085955,Ladshaw Fell,MOUTAIN
13809,55.688898,-3.297934,Wide Hope Shank,MOUTAIN
13810,55.423217,-3.517075,Little Bog Hill,MOUTAIN
13811,55.577427,-2.902469,Hareshaw Hill,MOUTAIN
13812,55.330129,-2.800689,Catrail Edge,MOUTAIN
13813,55.765853,-3.408873,King Seat,MOUTAIN
13814,55.576316,-2.930993,Broomy Law,MOUTAIN
13815,55.260753,-3.060494,Dod Fell,MOUTAIN
13816,55.415599,-3.222608,Cossars Hill,MOUTAIN
13817,55.39976,-3.12447,Mountcommon Hill,MOUTAIN
13818,55.558978,-3.07327,Curly Moor,MOUTAIN
13819,55.454662,-3.198787,Peat Hill,MOUTAIN
13820,55.613481,-3.108099,Wallace's Hill,MOUTAIN
13821,55.467491,-3.486793,Big Dod,MOUTAIN
13822,55.24791,-2.984648,Stibbiegill Head,MOUTAIN
13823,55.464801,-2.300357,Craik Moor,MOUTAIN
13824,55.824309,-2.652793,Little Law,MOUTAIN
13825,55.256605,-2.906195,Tamond Heights,MOUTAIN
13826,55.279489,-2.706791,Saughtree Fell,MOUTAIN
13827,55.830576,-2.807751,West Hill,MOUTAIN
13828,55.880379,-3.254508,Capelaw Hill,MOUTAIN
13829,55.358027,-3.135653,Black Knowe,MOUTAIN
13830,55.291368,-3.053437,Woodbus Fell,MOUTAIN
13831,55.331393,-3.100212,Craik Cross Hill,MOUTAIN
13832,55.451985,-3.068717,Stanhope Law,MOUTAIN
13833,55.844079,-3.324506,Hare Hill,MOUTAIN
13834,55.787155,-2.709579,Hogs Law,MOUTAIN
13835,55.762541,-3.491431,Darlees Rig,MOUTAIN
13836,55.232819,-3.018929,Roughbank Height,MOUTAIN
13837,55.75928,-3.44015,Catstone,MOUTAIN
13838,55.304734,-3.066393,Eweslees Knowe,MOUTAIN
13839,55.835335,-2.60508,Killpallet Rig,MOUTAIN
13840,55.327129,-3.262439,Blaeberry Hill,MOUTAIN
13841,55.745772,-3.491508,Bleak Law,MOUTAIN
13842,55.329904,-3.065493,Ladder Law,MOUTAIN
13843,55.409835,-3.168728,Wedder Law,MOUTAIN
13844,55.56286,-2.910087,Foulshiels Hill,MOUTAIN
13845,55.788143,-3.46981,Mealowther,MOUTAIN
13846,55.30475,-2.636452,Coomb Edge,MOUTAIN
13847,55.312822,-2.622039,Needs Law,MOUTAIN
13848,55.347479,-3.11012,Archie Hill,MOUTAIN
13849,55.380704,-3.112629,Sauchie Law,MOUTAIN
13850,55.754123,-3.025258,Longshaw Law,MOUTAIN
13851,55.870254,-2.629594,Redstone Rig,MOUTAIN
13852,55.224035,-3.062613,Great Hill,MOUTAIN
13853,55.532804,-3.633571,Whiteside Hill,MOUTAIN
13854,55.70695,-3.451314,White Hill,MOUTAIN
13855,55.564675,-3.546706,Knowe Dod,MOUTAIN
13856,55.30374,-3.264846,Spots Law,MOUTAIN
13857,55.494841,-3.111096,Meg's Hill,MOUTAIN
13858,55.639205,-3.323299,Penveny,MOUTAIN
13859,55.717179,-2.95822,The Struther,MOUTAIN
13860,55.465044,-3.466138,Glengonnor Hill,MOUTAIN
13861,55.423321,-3.57221,Nap Hill,MOUTAIN
13862,55.456362,-3.440514,The Bank,MOUTAIN
13863,55.24846,-2.913875,Mid Hill,MOUTAIN
13864,55.446214,-3.122376,Tushielaw,MOUTAIN
13865,55.421162,-3.205401,Scabcleugh Hill,MOUTAIN
13866,55.366641,-3.077524,Ewelair Hill,MOUTAIN
13867,55.779246,-3.032933,Wull Muir,MOUTAIN
13868,55.155904,-3.128333,Haggy Hill,MOUTAIN
13869,55.520792,-3.463459,Glengary Knowe,MOUTAIN
13870,55.301796,-3.278961,Drowningdub Knowes,MOUTAIN
13871,55.448402,-2.254505,Pudding Law,MOUTAIN
13872,55.669628,-3.058809,Dod Hill,MOUTAIN
13873,55.856967,-2.59104,Penshiel Hill,MOUTAIN
13874,55.474319,-3.191202,Nether Hill,MOUTAIN
13875,55.567112,-2.884147,Peat Law,MOUTAIN
13876,55.443966,-3.645155,Wellshot Hill,MOUTAIN
13877,55.762639,-3.003958,Carcant Hill,MOUTAIN
13878,55.502505,-3.4137,Cockiland Hill,MOUTAIN
13879,55.477957,-3.438137,The Rig,MOUTAIN
13880,55.32304,-3.027485,Byehass Hill,MOUTAIN
13881,55.404709,-2.370444,Woden Law,MOUTAIN
13882,55.874826,-3.268459,Harbour Hill,MOUTAIN
13883,55.625553,-3.159529,Craig Head,MOUTAIN
13884,55.299893,-3.10564,South Grain Pike,MOUTAIN
13885,55.297938,-3.122911,Blaeberry Hill,MOUTAIN
13886,55.339317,-3.015294,Pike Hill,MOUTAIN
13887,55.500955,-3.130266,White Law,MOUTAIN
13888,55.40255,-3.544158,Tinny Bank,MOUTAIN
13889,55.396522,-3.051496,Coutlair Knowe,MOUTAIN
13890,55.480722,-2.267371,White Law,MOUTAIN
13891,55.309232,-2.834927,Dod Rig,MOUTAIN
13892,55.77376,-3.500028,Henshaw Hill,MOUTAIN
13893,55.61248,-2.989045,Middlebar Knowe,MOUTAIN
13894,646545,55.708891,Watherston Hill,MOUTAIN
13895,55.656837,-3.124374,Kirn Law,MOUTAIN
13896,55.732819,-3.482908,Mid Hill,MOUTAIN
13897,55.508907,-3.673596,White Hill,MOUTAIN
13898,55.426059,-3.064921,Home Law,MOUTAIN
13899,55.160497,-3.117475,Glentenmont Height,MOUTAIN
13900,55.514013,-2.245427,Latchly Hill,MOUTAIN
13901,55.434101,-3.498181,Tweedhopefoot Rig,MOUTAIN
13902,55.46751,-3.151453,Berry Knowe,MOUTAIN
13903,55.508599,-3.079816,Eldinhope Knowe,MOUTAIN
13904,55.279221,-3.289255,Cockplay Hill,MOUTAIN
13905,55.415014,-3.094637,Hazel Rig,MOUTAIN
13906,55.865754,-3.271614,Bell's Hill,MOUTAIN
13907,55.387611,-2.440323,Goshen Hill,MOUTAIN
13908,55.587169,-2.708347,Eildon Hill North,MOUTAIN
13909,55.356745,-2.971575,Philhope Fell,MOUTAIN
13910,55.253167,-3.077298,Munshiel Hill,MOUTAIN
13911,55.434471,-3.638817,Bodsberry Hill,MOUTAIN
13912,55.648031,-2.829411,William Law,MOUTAIN
13913,55.263112,-3.07763,Grey Hill,MOUTAIN
13914,55.895401,-2.6316,Rangely Kip,MOUTAIN
13915,55.79144,-2.763515,Hog Hill,MOUTAIN
13916,55.90992,-2.603042,Clints Dod,MOUTAIN
13917,55.438374,-2.31608,Dicks Knowe,MOUTAIN
13918,55.24398,-2.934781,Cockplay Hill,MOUTAIN
13919,55.669187,-3.292512,Hamildean Hill,MOUTAIN
13920,55.853535,-2.728359,Hare Law,MOUTAIN
13921,55.261918,-3.310725,Three Mullach Hill,MOUTAIN
13922,55.400006,-3.064221,Kirk Hill,MOUTAIN
13923,55.466431,-3.625194,Coupland Hill,MOUTAIN
13924,55.41125,-2.36185,Langside Law,MOUTAIN
13925,55.506277,-3.096455,Eldinhope North Hill,MOUTAIN
13926,55.171486,-3.077465,Whitecleuch Fell,MOUTAIN
13927,55.723868,-3.305626,Deans Hill,MOUTAIN
13928,55.331958,-3.035598,Mid Rig,MOUTAIN
13929,55.751913,-2.879411,Cortleferry Hill,MOUTAIN
13930,55.614797,-3.336766,Quarry Hill,MOUTAIN
13931,55.540665,-3.64721,Devonshaw Hill,MOUTAIN
13932,55.251239,-3.300934,Macmaw Hill,MOUTAIN
13933,55.198996,-3.01552,Bauchle Hill,MOUTAIN
13934,55.242634,-3.33882,Fingland Fell,MOUTAIN
13935,55.311938,-3.254078,Kiddam Hill,MOUTAIN
13936,55.175508,-3.146158,Ward Hill,MOUTAIN
13937,55.157061,-3.100115,Mirkslair Hill,MOUTAIN
13938,55.340855,-3.146199,Stell Hill,MOUTAIN
13939,55.453281,-2.921768,Barrel Law,MOUTAIN
13940,55.7823,-2.769523,Addinston Hill,MOUTAIN
13941,55.601171,-3.504545,Knowehead Hill,MOUTAIN
13942,55.752033,-2.72328,Dabshead Hill,MOUTAIN
